Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# S,↓,→,→,→,↓,O,→,↓,O
# O,→,↑,#,D,→,→,↑,↓,O
# O,P,#,O,O,P,O,↓,←,O
# O,O,O,D,↓,←,←,←,P,O
# O,↓,←,←,←,O,O,D,→,E
# O,→,→,↓,P,→,→,→,↑,O
# O,D,O,→,→,↑,P,#,D,O
# O,O,O,O,O,O,O,O,O,O

43,10,1,1,0,0,18,4.453,0.6131687
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,P,→,→,↓,#,O
# S,→,→,↓,→,↑,P,↓,#,O
# O,P,O,→,↑,D,↓,←,P,O
# O,O,O,D,O,O,→,→,↓,O
# O,O,#,↓,←,←,D,↓,←,O
# O,#,O,↓,P,↑,←,←,D,O
# O,O,O,→,↓,D,→,→,↓,O
# O,O,O,P,→,→,↑,D,→,E
# O,O,O,O,O,O,O,O,O,O

44,10,1,1,0,0,17.5,4.182,0.5946502
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,P,→,→,↓,P,O
# O,O,O,#,→,↑,D,→,↓,O
# S,↓,→,→,↑,P,#,D,↓,O
# O,→,↑,D,O,↓,←,←,←,O
# O,P,O,O,↓,←,D,#,O,O
# O,O,↓,←,←,P,O,O,#,O
# O,O,→,↓,D,→,→,→,↓,O
# O,O,P,→,→,↑,D,#,→,E
# O,O,O,O,O,O,O,O,O,O

45,10,1,0,0,0,17.5,4.071,0.5829726
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,→,→,→,↓,D,O
# O,P,↑,←,P,O,D,→,↓,O
# O,#,D,↑,←,←,←,P,↓,O
# O,#,#,#,D,O,↑,←,↓,O
# O,O,#,O,O,O,P,↑,↓,O
# S,↓,P,O,O,P,→,↑,↓,O
# O,→,↓,D,O,→,↑,O,→,E
# O,O,→,→,→,↑,D,O,O,O
# O,O,O,O,O,O,O,O,O,O

46,10,1,1,0,0,15.5,3.963,0.5879629
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,D,#,O,P,O,O,O,O
# O,O,→,↓,P,→,→,→,↓,O
# O,D,↑,→,→,↑,D,O,↓,O
# O,→,↑,#,O,O,O,P,↓,O
# O,↑,P,#,P,#,D,↓,←,O
# O,↑,O,O,↓,←,←,←,D,O
# S,↑,P,O,→,→,→,→,↓,O
# O,O,O,O,O,O,D,O,→,E
# O,O,O,O,O,O,O,O,O,O

47,10,1,1,0,0,18.5,4.331,0.6481481
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,→,→,↓,#,O,D,→,E
# S,→,↑,D,→,→,→,↓,↑,O
# O,O,P,O,P,↓,←,←,↑,O
# O,D,#,P,↓,←,O,P,↑,O
# O,↓,←,←,←,D,O,→,↑,O
# O,→,↓,P,#,O,D,↑,←,O
# O,#,→,→,→,→,→,→,↑,O
# O,O,O,D,O,O,O,O,P,O
# O,O,O,O,O,O,O,O,O,O

48,10,1,2,0,0,25.5,4.413,0.6049383
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,→,→,↓,O,O,O,#,O
# S,↓,↑,D,→,↓,P,O,D,O
# O,→,↑,#,P,→,↓,O,→,E
# O,P,O,O,O,D,↓,#,↑,O
# O,O,↓,←,←,←,←,O,↑,O
# O,O,→,↓,P,#,O,→,↑,O
# O,O,D,→,↓,P,→,↑,D,O
# O,O,O,#,→,→,↑,P,O,O
# O,O,O,O,O,O,O,O,O,O

49,10,1,0,0,0,17,4.331,0.6111111
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,→,↓,D,#,→,E
# O,#,↑,P,#,→,↓,P,↑,O
# O,O,↑,←,←,D,→,→,↑,O
# O,#,O,D,↑,←,←,O,O,O
# O,D,O,#,O,P,↑,←,P,O
# O,→,→,↓,D,→,↓,↑,←,O
# S,↑,P,→,→,↑,↓,O,↑,O
# O,O,O,P,O,D,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

50,10,1,0,0,0,20.5,3.928,0.5879241
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,D,#,P,→,→,↓,O
# O,P,→,↓,D,→,↑,P,↓,O
# O,#,O,→,→,↑,P,↓,←,O
# O,#,#,O,O,D,↓,←,P,O
# O,D,O,O,#,O,→,→,↓,O
# O,↓,←,←,D,O,D,↓,←,O
# O,↓,P,↑,←,←,←,←,O,O
# O,→,→,→,→,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

51,10,1,2,0,0,25,4.287,0.5958605
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,→,→,↓,D,O,O
# O,O,P,→,↑,P,→,→,↓,O
# O,→,→,↑,D,#,O,P,↓,O
# O,↑,D,↓,←,←,←,↓,←,O
# O,↑,←,←,#,P,↑,↓,D,O
# O,O,D,O,D,→,↑,→,↓,O
# S,→,→,→,→,↑,O,P,→,E
# O,#,O,O,O,P,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

52,10,1,0,0,0,17,4.026,0.6102293
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,P,→,→,↓,P,O,O
# S,↓,→,→,↑,D,→,↓,O,O
# O,→,↑,D,O,↓,←,←,O,O
# O,P,O,#,#,↓,O,D,→,E
# O,O,D,O,D,↓,O,→,↑,O
# O,P,↓,←,←,←,#,↑,D,O
# O,#,→,→,↓,P,#,↑,←,O
# O,O,O,P,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

53,10,1,0,0,0,15,3.976,0.614379
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,↓,P,#,O,O,O
# O,P,O,#,→,→,↓,O,#,O
# O,#,O,O,D,↓,←,O,→,E
# O,P,O,P,↓,←,D,O,↑,O
# O,↓,←,←,←,O,O,→,↑,O
# O,↓,O,O,D,O,→,↑,D,O
# O,→,↓,D,→,→,↑,P,O,O
# O,D,→,→,↑,P,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

